ID_PI,KPI,Gebied,Date,Value
1,TEVREDENHEID,Poort,Oct/09,8.7
1,TEVREDENHEID,Poort,Nov/09,8.7
1,TEVREDENHEID,Poort,Dec/09,8.7
1,TEVREDENHEID,Almere,Jan/10,8.7
1,TEVREDENHEID,Almere,Feb/10,8.7
1,TEVREDENHEID,Almere,Mar/10,8.7
1,TEVREDENHEID,Almere,Apr/10,8.7
1,TEVREDENHEID,Almere,May/10,8.7
1,TEVREDENHEID,Almere,Jun/10,8.7
1,TEVREDENHEID,Almere,Jul/10,8.7
1,TEVREDENHEID,Almere,Aug/10,8.7
1,TEVREDENHEID,Almere,Sep/10,8.7
1,TEVREDENHEID,Almere,Oct/10,8.7
1,TEVREDENHEID,Almere,Nov/10,8.7
1,TEVREDENHEID,Almere,Dec/10,8.7
1,TEVREDENHEID,Haven,Jan/10,8.7
1,TEVREDENHEID,Haven,Feb/10,8.7
1,TEVREDENHEID,Haven,Mar/10,8.7
1,TEVREDENHEID,Haven,Apr/10,8.7
1,TEVREDENHEID,Haven,May/10,8.7
1,TEVREDENHEID,Haven,Jun/10,8.7
1,TEVREDENHEID,Haven,Jul/10,8.7
1,TEVREDENHEID,Haven,Aug/10,8.7
1,TEVREDENHEID,Haven,Sep/10,8.7
1,TEVREDENHEID,Haven,Oct/10,8.7
1,TEVREDENHEID,Haven,Nov/10,8.7
1,TEVREDENHEID,Haven,Dec/10,8.7
1,TEVREDENHEID,Buiten,Jan/10,8.7
1,TEVREDENHEID,Buiten,Feb/10,8.7
1,TEVREDENHEID,Buiten,Mar/10,8.7
1,TEVREDENHEID,Buiten,Apr/10,8.7
1,TEVREDENHEID,Buiten,May/10,8.7
1,TEVREDENHEID,Buiten,Jun/10,8.7
1,TEVREDENHEID,Buiten,Jul/10,8.7
1,TEVREDENHEID,Buiten,Aug/10,8.7
1,TEVREDENHEID,Buiten,Sep/10,8.7
1,TEVREDENHEID,Buiten,Oct/10,8.7
1,TEVREDENHEID,Buiten,Nov/10,8.7
1,TEVREDENHEID,Buiten,Dec/10,8.7
1,TEVREDENHEID,Pampus,Jan/10,8.7
1,TEVREDENHEID,Pampus,Feb/10,8.7
1,TEVREDENHEID,Pampus,Mar/10,8.7
1,TEVREDENHEID,Pampus,Apr/10,8.7
1,TEVREDENHEID,Pampus,May/10,8.7
1,TEVREDENHEID,Pampus,Jun/10,8.7
1,TEVREDENHEID,Pampus,Jul/10,8.7
1,TEVREDENHEID,Pampus,Aug/10,8.7
1,TEVREDENHEID,Pampus,Sep/10,8.7
1,TEVREDENHEID,Pampus,Oct/10,8.7
1,TEVREDENHEID,Pampus,Nov/10,8.7
1,TEVREDENHEID,Pampus,Dec/10,8.7
1,TEVREDENHEID,Poort,Jan/10,8.7
1,TEVREDENHEID,Poort,Feb/10,8.7
1,TEVREDENHEID,Poort,Mar/10,8.7
1,TEVREDENHEID,Poort,Apr/10,8.7
1,TEVREDENHEID,Poort,May/10,8.7
1,TEVREDENHEID,Poort,Jun/10,8.7
1,TEVREDENHEID,Poort,Jul/10,8.7
1,TEVREDENHEID,Poort,Aug/10,8.7
1,TEVREDENHEID,Poort,Sep/10,8.7
1,TEVREDENHEID,Poort,Oct/10,8.7
1,TEVREDENHEID,Poort,Nov/10,8.7
1,TEVREDENHEID,Poort,Dec/10,8.7
1,TEVREDENHEID,Stad,Jan/10,8.7
1,TEVREDENHEID,Stad,Feb/10,8.7
1,TEVREDENHEID,Stad,Mar/10,8.7
1,TEVREDENHEID,Stad,Apr/10,8.7
1,TEVREDENHEID,Stad,May/10,8.7
1,TEVREDENHEID,Stad,Jun/10,8.7
1,TEVREDENHEID,Stad,Jul/10,8.7
1,TEVREDENHEID,Stad,Aug/10,8.7
1,TEVREDENHEID,Stad,Sep/10,8.7
1,TEVREDENHEID,Stad,Oct/10,8.7
1,TEVREDENHEID,Stad,Nov/10,8.7
1,TEVREDENHEID,Stad,Dec/10,8.7
1,TEVREDENHEID,Hout,Jan/10,8.7
1,TEVREDENHEID,Hout,Feb/10,8.7
1,TEVREDENHEID,Hout,Mar/10,8.7
1,TEVREDENHEID,Hout,Apr/10,8.7
1,TEVREDENHEID,Hout,May/10,8.7
1,TEVREDENHEID,Hout,Jun/10,8.7
1,TEVREDENHEID,Hout,Jul/10,8.7
1,TEVREDENHEID,Hout,Aug/10,8.7
1,TEVREDENHEID,Hout,Sep/10,8.7
1,TEVREDENHEID,Hout,Oct/10,8.7
1,TEVREDENHEID,Hout,Nov/10,8.7
1,TEVREDENHEID,Hout,Dec/10,8.7
1,TEVREDENHEID,Poort,Jan/10,8.7
1,TEVREDENHEID,Poort,Feb/10,8.7
1,TEVREDENHEID,Poort,Mar/10,8.7
1,TEVREDENHEID,Poort,Apr/10,8.7
1,TEVREDENHEID,Poort,May/10,8.7
1,TEVREDENHEID,Poort,Jun/10,8.7
1,TEVREDENHEID,Poort,Jul/10,8.7
1,TEVREDENHEID,Poort,Aug/10,8.7
1,TEVREDENHEID,Poort,Sep/10,8.7
1,TEVREDENHEID,Poort,Oct/10,8.7
1,TEVREDENHEID,Poort,Nov/10,8.7
1,TEVREDENHEID,Poort,Dec/10,8.7
1,TEVREDENHEID,Almere,Jan/11,8.7
1,TEVREDENHEID,Almere,Feb/11,8.7
1,TEVREDENHEID,Almere,Mar/11,8.7
1,TEVREDENHEID,Almere,Apr/11,8.7
1,TEVREDENHEID,Almere,May/11,8.7
1,TEVREDENHEID,Almere,Jun/11,8.7
1,TEVREDENHEID,Almere,Jul/11,8.7
1,TEVREDENHEID,Almere,Aug/11,8.7
1,TEVREDENHEID,Almere,Sep/11,8.7
1,TEVREDENHEID,Almere,Oct/11,8.7
1,TEVREDENHEID,Almere,Nov/11,8.7
1,TEVREDENHEID,Almere,Dec/11,8.7
1,TEVREDENHEID,Haven,Jan/11,8.7
1,TEVREDENHEID,Haven,Feb/11,8.7
1,TEVREDENHEID,Haven,Mar/11,8.7
1,TEVREDENHEID,Haven,Apr/11,8.7
1,TEVREDENHEID,Haven,May/11,8.7
1,TEVREDENHEID,Haven,Jun/11,8.7
1,TEVREDENHEID,Haven,Jul/11,8.7
1,TEVREDENHEID,Haven,Aug/11,8.7
1,TEVREDENHEID,Haven,Sep/11,8.7
1,TEVREDENHEID,Haven,Oct/11,8.7
1,TEVREDENHEID,Haven,Nov/11,8.7
1,TEVREDENHEID,Haven,Dec/11,8.7
1,TEVREDENHEID,Pampus,Jan/11,8.7
1,TEVREDENHEID,Pampus,Feb/11,8.7
1,TEVREDENHEID,Pampus,Mar/11,8.7
1,TEVREDENHEID,Pampus,Apr/11,8.7
1,TEVREDENHEID,Pampus,May/11,8.7
1,TEVREDENHEID,Pampus,Jun/11,8.7
1,TEVREDENHEID,Pampus,Jul/11,8.7
1,TEVREDENHEID,Pampus,Aug/11,8.7
1,TEVREDENHEID,Pampus,Sep/11,8.7
1,TEVREDENHEID,Pampus,Oct/11,8.7
1,TEVREDENHEID,Pampus,Nov/11,8.7
1,TEVREDENHEID,Pampus,Dec/11,8.7
1,TEVREDENHEID,Poort,Jan/11,8.7
1,TEVREDENHEID,Poort,Feb/11,8.7
1,TEVREDENHEID,Poort,Mar/11,8.7
1,TEVREDENHEID,Poort,Apr/11,8.7
1,TEVREDENHEID,Poort,May/11,8.7
1,TEVREDENHEID,Poort,Jun/11,8.7
1,TEVREDENHEID,Poort,Jul/11,8.7
1,TEVREDENHEID,Poort,Aug/11,8.7
1,TEVREDENHEID,Poort,Sep/11,8.7
1,TEVREDENHEID,Poort,Oct/11,8.7
1,TEVREDENHEID,Poort,Nov/11,8.7
1,TEVREDENHEID,Poort,Dec/11,8.7
1,TEVREDENHEID,Stad,Jan/11,8.7
1,TEVREDENHEID,Stad,Feb/11,8.7
1,TEVREDENHEID,Stad,Mar/11,8.7
1,TEVREDENHEID,Stad,Apr/11,8.7
1,TEVREDENHEID,Stad,May/11,8.7
1,TEVREDENHEID,Stad,Jun/11,8.7
1,TEVREDENHEID,Stad,Jul/11,8.7
1,TEVREDENHEID,Stad,Aug/11,8.7
1,TEVREDENHEID,Stad,Sep/11,8.7
1,TEVREDENHEID,Stad,Oct/11,8.7
1,TEVREDENHEID,Stad,Nov/11,8.7
1,TEVREDENHEID,Stad,Dec/11,8.7
1,TEVREDENHEID,Hout,Jan/11,8.7
1,TEVREDENHEID,Hout,Feb/11,8.7
1,TEVREDENHEID,Hout,Mar/11,8.7
1,TEVREDENHEID,Hout,Apr/11,8.7
1,TEVREDENHEID,Hout,May/11,8.7
1,TEVREDENHEID,Hout,Jun/11,8.7
1,TEVREDENHEID,Hout,Jul/11,8.7
1,TEVREDENHEID,Hout,Aug/11,8.7
1,TEVREDENHEID,Hout,Sep/11,8.7
1,TEVREDENHEID,Hout,Oct/11,8.7
1,TEVREDENHEID,Hout,Nov/11,8.7
1,TEVREDENHEID,Hout,Dec/11,8.7
1,TEVREDENHEID,Poort,Jan/11,8.7
1,TEVREDENHEID,Poort,Feb/11,8.7
1,TEVREDENHEID,Poort,Mar/11,8.7
1,TEVREDENHEID,Poort,Apr/11,8.7
1,TEVREDENHEID,Poort,May/11,8.7
1,TEVREDENHEID,Poort,Jun/11,8.7
1,TEVREDENHEID,Poort,Jul/11,8.7
1,TEVREDENHEID,Poort,Aug/11,8.7
1,TEVREDENHEID,Poort,Sep/11,8.7
1,TEVREDENHEID,Poort,Oct/11,8.7
1,TEVREDENHEID,Poort,Nov/11,8.7
1,TEVREDENHEID,Poort,Dec/11,8.7
1,TEVREDENHEID,Almere,Jan/12,8.7
1,TEVREDENHEID,Almere,Feb/12,8.7
1,TEVREDENHEID,Almere,Mar/12,8.7
1,TEVREDENHEID,Almere,Apr/12,8.7
1,TEVREDENHEID,Almere,May/12,8.7
1,TEVREDENHEID,Almere,Jun/12,8.7
1,TEVREDENHEID,Almere,Jul/12,8.7
1,TEVREDENHEID,Almere,Aug/12,8.7
1,TEVREDENHEID,Almere,Sep/12,8.7
1,TEVREDENHEID,Almere,Oct/12,8.7
1,TEVREDENHEID,Almere,Nov/12,8.7
1,TEVREDENHEID,Almere,Dec/12,8.7
1,TEVREDENHEID,Haven,Jan/12,8.7
1,TEVREDENHEID,Haven,Feb/12,8.7
1,TEVREDENHEID,Haven,Mar/12,8.7
1,TEVREDENHEID,Haven,Apr/12,8.7
1,TEVREDENHEID,Haven,May/12,8.7
1,TEVREDENHEID,Haven,Jun/12,8.7
1,TEVREDENHEID,Haven,Jul/12,8.7
1,TEVREDENHEID,Haven,Aug/12,8.7
1,TEVREDENHEID,Haven,Sep/12,8.7
1,TEVREDENHEID,Haven,Oct/12,8.7
1,TEVREDENHEID,Haven,Nov/12,8.7
1,TEVREDENHEID,Haven,Dec/12,8.7
1,TEVREDENHEID,Pampus,Jan/12,8.7
1,TEVREDENHEID,Pampus,Feb/12,8.7
1,TEVREDENHEID,Pampus,Mar/12,8.7
1,TEVREDENHEID,Pampus,Apr/12,8.7
1,TEVREDENHEID,Pampus,May/12,8.7
1,TEVREDENHEID,Pampus,Jun/12,8.7
1,TEVREDENHEID,Pampus,Jul/12,8.7
1,TEVREDENHEID,Pampus,Aug/12,8.7
1,TEVREDENHEID,Pampus,Sep/12,8.7
1,TEVREDENHEID,Pampus,Oct/12,8.7
1,TEVREDENHEID,Pampus,Nov/12,8.7
1,TEVREDENHEID,Pampus,Dec/12,8.7
1,TEVREDENHEID,Poort,Jan/12,8.7
1,TEVREDENHEID,Poort,Feb/12,8.7
1,TEVREDENHEID,Poort,Mar/12,8.7
1,TEVREDENHEID,Poort,Apr/12,8.7
1,TEVREDENHEID,Poort,May/12,8.7
1,TEVREDENHEID,Poort,Jun/12,8.7
1,TEVREDENHEID,Poort,Jul/12,8.7
1,TEVREDENHEID,Poort,Aug/12,8.7
1,TEVREDENHEID,Poort,Sep/12,8.7
1,TEVREDENHEID,Poort,Oct/12,8.7
1,TEVREDENHEID,Poort,Nov/12,8.7
1,TEVREDENHEID,Poort,Dec/12,8.7
1,TEVREDENHEID,Stad,Jan/12,8.7
1,TEVREDENHEID,Stad,Feb/12,8.7
1,TEVREDENHEID,Stad,Mar/12,8.7
1,TEVREDENHEID,Stad,Apr/12,8.7
1,TEVREDENHEID,Stad,May/12,8.7
1,TEVREDENHEID,Stad,Jun/12,8.7
1,TEVREDENHEID,Stad,Jul/12,8.7
1,TEVREDENHEID,Stad,Aug/12,8.7
1,TEVREDENHEID,Stad,Sep/12,8.7
1,TEVREDENHEID,Stad,Oct/12,8.7
1,TEVREDENHEID,Stad,Nov/12,8.7
1,TEVREDENHEID,Stad,Dec/12,8.7
1,TEVREDENHEID,Hout,Jan/12,8.7
1,TEVREDENHEID,Hout,Feb/12,8.7
1,TEVREDENHEID,Hout,Mar/12,8.7
1,TEVREDENHEID,Hout,Apr/12,8.7
1,TEVREDENHEID,Hout,May/12,8.7
1,TEVREDENHEID,Hout,Jun/12,8.7
1,TEVREDENHEID,Hout,Jul/12,8.7
1,TEVREDENHEID,Hout,Aug/12,8.7
1,TEVREDENHEID,Hout,Sep/12,8.7
1,TEVREDENHEID,Hout,Oct/12,8.7
1,TEVREDENHEID,Hout,Nov/12,8.7
1,TEVREDENHEID,Hout,Dec/12,8.7
1,TEVREDENHEID,Poort,Jan/12,8.7
1,TEVREDENHEID,Poort,Feb/12,8.7
1,TEVREDENHEID,Poort,Mar/12,8.7
1,TEVREDENHEID,Poort,Apr/12,8.7
1,TEVREDENHEID,Poort,May/12,8.7
1,TEVREDENHEID,Poort,Jun/12,8.7
1,TEVREDENHEID,Poort,Jul/12,8.7
1,TEVREDENHEID,Poort,Aug/12,8.7
1,TEVREDENHEID,Poort,Sep/12,8.7
1,TEVREDENHEID,Poort,Oct/12,8.7
1,TEVREDENHEID,Poort,Nov/12,8.7
1,TEVREDENHEID,Poort,Dec/12,8.7
1,TEVREDENHEID,Almere,Jan/13,8.7
1,TEVREDENHEID,Almere,Feb/13,8.7
1,TEVREDENHEID,Almere,Mar/13,8.7
1,TEVREDENHEID,Almere,Apr/13,8.7
1,TEVREDENHEID,Almere,May/13,8.7
1,TEVREDENHEID,Almere,Jun/13,8.7
1,TEVREDENHEID,Almere,Jul/13,8.7
1,TEVREDENHEID,Almere,Aug/13,8.7
1,TEVREDENHEID,Almere,Sep/13,8.7
1,TEVREDENHEID,Almere,Oct/13,8.7
1,TEVREDENHEID,Almere,Nov/13,8.7
1,TEVREDENHEID,Almere,Dec/13,8.7
1,TEVREDENHEID,Haven,Jan/13,8.7
1,TEVREDENHEID,Haven,Feb/13,8.7
1,TEVREDENHEID,Haven,Mar/13,8.7
1,TEVREDENHEID,Haven,Apr/13,8.7
1,TEVREDENHEID,Haven,May/13,8.7
1,TEVREDENHEID,Haven,Jun/13,8.7
1,TEVREDENHEID,Haven,Jul/13,8.7
1,TEVREDENHEID,Haven,Aug/13,8.7
1,TEVREDENHEID,Haven,Sep/13,8.7
1,TEVREDENHEID,Haven,Oct/13,8.7
1,TEVREDENHEID,Haven,Nov/13,8.7
1,TEVREDENHEID,Haven,Dec/13,8.7
1,TEVREDENHEID,Pampus,Jan/13,8.7
1,TEVREDENHEID,Pampus,Feb/13,8.7
1,TEVREDENHEID,Pampus,Mar/13,8.7
1,TEVREDENHEID,Pampus,Apr/13,8.7
1,TEVREDENHEID,Pampus,May/13,8.7
1,TEVREDENHEID,Pampus,Jun/13,8.7
1,TEVREDENHEID,Pampus,Jul/13,8.7
1,TEVREDENHEID,Pampus,Aug/13,8.7
1,TEVREDENHEID,Pampus,Sep/13,8.7
1,TEVREDENHEID,Pampus,Oct/13,8.7
1,TEVREDENHEID,Pampus,Nov/13,8.7
1,TEVREDENHEID,Pampus,Dec/13,8.7
1,TEVREDENHEID,Poort,Jan/13,8.7
1,TEVREDENHEID,Poort,Feb/13,8.7
1,TEVREDENHEID,Poort,Mar/13,8.7
1,TEVREDENHEID,Poort,Apr/13,8.7
1,TEVREDENHEID,Poort,May/13,8.7
1,TEVREDENHEID,Poort,Jun/13,8.7
1,TEVREDENHEID,Poort,Jul/13,8.7
1,TEVREDENHEID,Poort,Aug/13,8.7
1,TEVREDENHEID,Poort,Sep/13,8.7
1,TEVREDENHEID,Poort,Oct/13,8.7
1,TEVREDENHEID,Poort,Nov/13,8.7
1,TEVREDENHEID,Poort,Dec/13,8.7
1,TEVREDENHEID,Stad,Jan/13,8.7
1,TEVREDENHEID,Stad,Feb/13,8.7
1,TEVREDENHEID,Stad,Mar/13,8.7
1,TEVREDENHEID,Stad,Apr/13,8.7
1,TEVREDENHEID,Stad,May/13,8.7
1,TEVREDENHEID,Stad,Jun/13,8.7
1,TEVREDENHEID,Stad,Jul/13,8.7
1,TEVREDENHEID,Stad,Aug/13,8.7
1,TEVREDENHEID,Stad,Sep/13,8.7
1,TEVREDENHEID,Stad,Oct/13,8.7
1,TEVREDENHEID,Stad,Nov/13,8.7
1,TEVREDENHEID,Stad,Dec/13,8.7
1,TEVREDENHEID,Hout,Jan/13,8.7
1,TEVREDENHEID,Hout,Feb/13,8.7
1,TEVREDENHEID,Hout,Mar/13,8.7
1,TEVREDENHEID,Hout,Apr/13,8.7
1,TEVREDENHEID,Hout,May/13,8.7
1,TEVREDENHEID,Hout,Jun/13,8.7
1,TEVREDENHEID,Hout,Jul/13,8.7
1,TEVREDENHEID,Hout,Aug/13,8.7
1,TEVREDENHEID,Hout,Sep/13,8.7
1,TEVREDENHEID,Hout,Oct/13,8.7
1,TEVREDENHEID,Hout,Nov/13,8.7
1,TEVREDENHEID,Hout,Dec/13,8.7
1,TEVREDENHEID,Poort,Jan/13,8.7
1,TEVREDENHEID,Poort,Feb/13,8.7
1,TEVREDENHEID,Poort,Mar/13,8.7
1,TEVREDENHEID,Poort,Apr/13,8.7
1,TEVREDENHEID,Poort,May/13,8.7
1,TEVREDENHEID,Poort,Jun/13,8.7
1,TEVREDENHEID,Poort,Jul/13,8.7
1,TEVREDENHEID,Poort,Aug/13,8.7
1,TEVREDENHEID,Poort,Sep/13,8.7
1,TEVREDENHEID,Poort,Oct/13,8.7
1,TEVREDENHEID,Poort,Nov/13,8.7
1,TEVREDENHEID,Poort,Dec/13,8.7
1,TEVREDENHEID,Almere,Jan/14,8.7
1,TEVREDENHEID,Almere,Feb/14,8.7
1,TEVREDENHEID,Almere,Mar/14,8.7
1,TEVREDENHEID,Almere,Apr/14,8.7
1,TEVREDENHEID,Almere,May/14,8.7
1,TEVREDENHEID,Almere,Jun/14,8.7
1,TEVREDENHEID,Almere,Jul/14,8.7
1,TEVREDENHEID,Almere,Aug/14,8.7
1,TEVREDENHEID,Almere,Sep/14,8.7
1,TEVREDENHEID,Almere,Oct/14,8.7
1,TEVREDENHEID,Almere,Nov/14,8.7
1,TEVREDENHEID,Almere,Dec/14,8.7
1,TEVREDENHEID,Haven,Jan/14,8.7
1,TEVREDENHEID,Haven,Feb/14,8.7
1,TEVREDENHEID,Haven,Mar/14,8.7
1,TEVREDENHEID,Haven,Apr/14,8.7
1,TEVREDENHEID,Haven,May/14,8.7
1,TEVREDENHEID,Haven,Jun/14,8.7
1,TEVREDENHEID,Haven,Jul/14,8.7
1,TEVREDENHEID,Haven,Aug/14,8.7
1,TEVREDENHEID,Haven,Sep/14,8.7
1,TEVREDENHEID,Haven,Oct/14,8.7
1,TEVREDENHEID,Haven,Nov/14,8.7
1,TEVREDENHEID,Haven,Dec/14,8.7
1,TEVREDENHEID,Pampus,Jan/14,8.7
1,TEVREDENHEID,Pampus,Feb/14,8.7
1,TEVREDENHEID,Pampus,Mar/14,8.7
1,TEVREDENHEID,Pampus,Apr/14,8.7
1,TEVREDENHEID,Pampus,May/14,8.7
1,TEVREDENHEID,Pampus,Jun/14,8.7
1,TEVREDENHEID,Pampus,Jul/14,8.7
1,TEVREDENHEID,Pampus,Aug/14,8.7
1,TEVREDENHEID,Pampus,Sep/14,8.7
1,TEVREDENHEID,Pampus,Oct/14,8.7
1,TEVREDENHEID,Pampus,Nov/14,8.7
1,TEVREDENHEID,Pampus,Dec/14,8.7
1,TEVREDENHEID,Poort,Jan/14,8.7
1,TEVREDENHEID,Poort,Feb/14,8.7
1,TEVREDENHEID,Poort,Mar/14,8.7
1,TEVREDENHEID,Poort,Apr/14,8.7
1,TEVREDENHEID,Poort,May/14,8.7
1,TEVREDENHEID,Poort,Jun/14,8.7
1,TEVREDENHEID,Poort,Jul/14,8.7
1,TEVREDENHEID,Poort,Aug/14,8.7
1,TEVREDENHEID,Poort,Sep/14,8.7
1,TEVREDENHEID,Poort,Oct/14,8.7
1,TEVREDENHEID,Poort,Nov/14,8.7
1,TEVREDENHEID,Poort,Dec/14,8.7
1,TEVREDENHEID,Stad,Jan/14,8.7
1,TEVREDENHEID,Stad,Feb/14,8.7
1,TEVREDENHEID,Stad,Mar/14,8.7
1,TEVREDENHEID,Stad,Apr/14,8.7
1,TEVREDENHEID,Stad,May/14,8.7
1,TEVREDENHEID,Stad,Jun/14,8.7
1,TEVREDENHEID,Stad,Jul/14,8.7
1,TEVREDENHEID,Stad,Aug/14,8.7
1,TEVREDENHEID,Stad,Sep/14,8.7
1,TEVREDENHEID,Stad,Oct/14,8.7
1,TEVREDENHEID,Stad,Nov/14,8.7
1,TEVREDENHEID,Stad,Dec/14,8.7
1,TEVREDENHEID,Hout,Jan/14,8.7
1,TEVREDENHEID,Hout,Feb/14,8.7
1,TEVREDENHEID,Hout,Mar/14,8.7
1,TEVREDENHEID,Hout,Apr/14,8.7
1,TEVREDENHEID,Hout,May/14,8.7
1,TEVREDENHEID,Hout,Jun/14,8.7
1,TEVREDENHEID,Hout,Jul/14,8.7
1,TEVREDENHEID,Hout,Aug/14,8.7
1,TEVREDENHEID,Hout,Sep/14,8.7
1,TEVREDENHEID,Hout,Oct/14,8.7
1,TEVREDENHEID,Hout,Nov/14,8.7
1,TEVREDENHEID,Hout,Dec/14,8.7
1,TEVREDENHEID,Poort,Jan/14,8.7
1,TEVREDENHEID,Poort,Feb/14,8.7
1,TEVREDENHEID,Poort,Mar/14,8.7
1,TEVREDENHEID,Poort,Apr/14,8.7
1,TEVREDENHEID,Poort,May/14,8.7
1,TEVREDENHEID,Poort,Jun/14,8.7
1,TEVREDENHEID,Poort,Jul/14,8.7
1,TEVREDENHEID,Poort,Aug/14,8.7
1,TEVREDENHEID,Poort,Sep/14,8.7
1,TEVREDENHEID,Poort,Oct/14,8.7
1,TEVREDENHEID,Poort,Nov/14,8.7
1,TEVREDENHEID,Poort,Dec/14,8.7
1,PLANREALISATIE,Almere,Jan/09,8.7
1,PLANREALISATIE,Almere,Feb/09,8.7
1,PLANREALISATIE,Almere,Mar/09,8.7
1,PLANREALISATIE,Almere,Apr/09,8.7
1,PLANREALISATIE,Almere,May/09,8.7
1,PLANREALISATIE,Almere,Jun/09,8.7
1,PLANREALISATIE,Almere,Jul/09,8.7
1,PLANREALISATIE,Almere,Aug/09,8.7
