ID_PI,KPI,PI,Gebied,Eenheid,Ref_value_month_2,Ref_value_month_0,Ref_value_month_minus2,Date,Value,Score,Abs,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Apr/12,NULL,7.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,May/12,NULL,4.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jun/12,NULL,2.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jul/12,NULL,0.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Aug/12,NULL,6.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Sep/12,NULL,3.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Oct/12,NULL,8.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Nov/12,NULL,5.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Dec/12,NULL,2.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jan/13,NULL,1.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Feb/13,NULL,9.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Mar/13,NULL,8.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Apr/13,NULL,7.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,May/13,NULL,6.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jun/13,NULL,7.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jul/13,NULL,7.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Aug/13,NULL,8.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Sep/13,NULL,9.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Oct/13,NULL,3.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Nov/13,NULL,1.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Dec/13,NULL,4.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jan/14,NULL,1.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Feb/14,NULL,0.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Mar/14,NULL,7.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Apr/14,NULL,1.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,May/14,NULL,8.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jun/14,NULL,7.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Jul/14,NULL,9.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Aug/14,NULL,6.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Sep/14,NULL,0.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Oct/14,NULL,8.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Nov/14,NULL,3.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Haven,aantal/maand,NULL,NULL,NULL,Dec/14,NULL,2.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jan/09,NULL,3.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Feb/09,NULL,1.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Mar/09,NULL,9.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Apr/09,NULL,7.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,May/09,NULL,1.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jun/09,NULL,5.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jul/09,NULL,1.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Aug/09,NULL,2.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Sep/09,NULL,7.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Oct/09,NULL,2.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Nov/09,NULL,0.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Dec/09,NULL,8.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jan/10,NULL,3.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Feb/10,NULL,7.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Mar/10,NULL,1.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Apr/10,NULL,3.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,May/10,NULL,9.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jun/10,NULL,3.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jul/10,NULL,8.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Aug/10,NULL,1.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Sep/10,NULL,6.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Oct/10,NULL,5.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Nov/10,NULL,2.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Dec/10,NULL,7.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jan/11,NULL,9.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Feb/11,NULL,2.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Mar/11,NULL,6.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Apr/11,NULL,3.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,May/11,NULL,0.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jun/11,NULL,7.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jul/11,NULL,7.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Aug/11,NULL,9.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Sep/11,NULL,4.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Oct/11,NULL,0.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Nov/11,NULL,3.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Dec/11,NULL,6.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jan/12,NULL,3.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Feb/12,NULL,5.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Mar/12,NULL,9.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Apr/12,NULL,5.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,May/12,NULL,4.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jun/12,NULL,7.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jul/12,NULL,6.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Aug/12,NULL,1.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Sep/12,NULL,4.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Oct/12,NULL,4.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Nov/12,NULL,5.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Dec/12,NULL,5.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jan/13,NULL,8.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Feb/13,NULL,6.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Mar/13,NULL,7.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Apr/13,NULL,5.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,May/13,NULL,4.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jun/13,NULL,5.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jul/13,NULL,9.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Aug/13,NULL,6.1,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Sep/13,NULL,1.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Oct/13,NULL,6.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Nov/13,NULL,9.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Dec/13,NULL,1.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jan/14,NULL,5.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Feb/14,NULL,3.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Mar/14,NULL,8.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Apr/14,NULL,2.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,May/14,NULL,7.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jun/14,NULL,3.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Jul/14,NULL,2.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Aug/14,NULL,7.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Sep/14,NULL,3.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Oct/14,NULL,3.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Nov/14,NULL,7.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Stad,aantal/maand,NULL,NULL,NULL,Dec/14,NULL,7.3,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jan/09,NULL,9.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Feb/09,NULL,2.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Mar/09,NULL,0.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Apr/09,NULL,2.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,May/09,NULL,3.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jun/09,NULL,0.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jul/09,NULL,5.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Aug/09,NULL,9.0,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Sep/09,NULL,8.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Oct/09,NULL,2.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Nov/09,NULL,9.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Dec/09,NULL,5.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jan/10,NULL,5.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Feb/10,NULL,1.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Mar/10,NULL,7.8,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Apr/10,NULL,0.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,May/10,NULL,3.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jun/10,NULL,6.4,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jul/10,NULL,9.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Aug/10,NULL,8.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Sep/10,NULL,4.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Oct/10,NULL,4.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Nov/10,NULL,5.2,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Dec/10,NULL,4.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Jan/11,NULL,8.9,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Feb/11,NULL,8.7,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Mar/11,NULL,7.5,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,Apr/11,NULL,7.6,NULL,
42,GEBRUIK,Hoge vervuilingsgraad - Meldingen zuivering [dummy],Buiten,aantal/maand,NULL,NULL,NULL,May/11,NULL,6.6,NULL,
