ID_KPI,KPI,Gebied,Date,Value
1,TEVREDENHEID,Gors,Feb/10,7.4
1,TEVREDENHEID,Gors,Mar/10,3.1
1,TEVREDENHEID,Gors,Apr/10,4.8
1,TEVREDENHEID,Gors,May/10,3.5
1,TEVREDENHEID,Gors,Jun/10,3.0
1,TEVREDENHEID,Gors,Jul/10,1.5
1,TEVREDENHEID,Gors,Aug/10,1.0
1,TEVREDENHEID,Gors,Sep/10,4.8
1,TEVREDENHEID,Gors,Oct/10,6.1
1,TEVREDENHEID,Gors,Nov/10,4.8
1,TEVREDENHEID,Gors,Dec/10,8.6
1,TEVREDENHEID,Gors,Jan/11,5.6
1,TEVREDENHEID,Gors,Feb/11,7.4
1,TEVREDENHEID,Gors,Mar/11,7.4
1,TEVREDENHEID,Gors,Apr/11,7.8
1,TEVREDENHEID,Gors,May/11,6.8
1,TEVREDENHEID,Gors,Jun/11,7.5
1,TEVREDENHEID,Gors,Jul/11,6.6
1,TEVREDENHEID,Gors,Aug/11,6.1
1,TEVREDENHEID,Gors,Sep/11,7.0
1,TEVREDENHEID,Gors,Oct/11,6.6
1,TEVREDENHEID,Gors,Nov/11,6.8
1,TEVREDENHEID,Gors,Dec/11,7.0
1,TEVREDENHEID,Gors,Jan/12,5.7
1,TEVREDENHEID,Gors,Feb/12,7.8
1,TEVREDENHEID,Gors,Mar/12,9.1
1,TEVREDENHEID,Gors,Apr/12,8.3
1,TEVREDENHEID,Gors,May/12,2.3
1,TEVREDENHEID,Gors,Jun/12,6.9
1,TEVREDENHEID,Gors,Jul/12,4.8
1,TEVREDENHEID,Gors,Aug/12,6.6
1,TEVREDENHEID,Gors,Sep/12,8.7
1,TEVREDENHEID,Gors,Oct/12,4.4
1,TEVREDENHEID,Gors,Nov/12,9.1
1,TEVREDENHEID,Gors,Dec/12,6.5
1,TEVREDENHEID,Gors,Jan/13,5.1
1,TEVREDENHEID,Gors,Feb/13,8.2
1,TEVREDENHEID,Gors,Mar/13,10
1,TEVREDENHEID,Gors,Apr/13,5.7
1,TEVREDENHEID,Gors,May/13,2.3
1,TEVREDENHEID,Gors,Jun/13,6.9
1,TEVREDENHEID,Gors,Jul/13,6.9
1,TEVREDENHEID,Gors,Aug/13,5.1
1,TEVREDENHEID,Gors,Sep/13,8.3
1,TEVREDENHEID,Gors,Oct/13,4.4
1,TEVREDENHEID,Gors,Nov/13,5.3
1,TEVREDENHEID,Gors,Dec/13,6.5
1,TEVREDENHEID,Gors,Jan/14,9.5
1,TEVREDENHEID,Gors,Feb/14,7.4
1,TEVREDENHEID,Gors,Mar/14,8.2
1,TEVREDENHEID,Gors,Apr/14,7.4
1,TEVREDENHEID,Gors,May/14,8.3
1,TEVREDENHEID,Gors,Jun/14,4.4
1,TEVREDENHEID,Gors,Jul/14,5.3
1,TEVREDENHEID,Gors,Aug/14,6.5
1,TEVREDENHEID,Gors,Sep/14,9.5
1,TEVREDENHEID,Gors,Oct/14,7.4
1,TEVREDENHEID,Gors,Nov/14,8.2
1,TEVREDENHEID,Gors,Dec/14,7.4
1,TEVREDENHEID,Overwhere,Jan/09,7.0
1,TEVREDENHEID,Overwhere,Feb/09,10
1,TEVREDENHEID,Overwhere,Mar/09,10
1,TEVREDENHEID,Overwhere,Apr/09,10
1,TEVREDENHEID,Overwhere,May/09,10
1,TEVREDENHEID,Overwhere,Jun/09,10
1,TEVREDENHEID,Overwhere,Jul/09,10
1,TEVREDENHEID,Overwhere,Aug/09,10
1,TEVREDENHEID,Overwhere,Sep/09,10
1,TEVREDENHEID,Overwhere,Oct/09,10
1,TEVREDENHEID,Overwhere,Nov/09,10
1,TEVREDENHEID,Overwhere,Dec/09,10
1,TEVREDENHEID,Overwhere,Jan/10,10
1,TEVREDENHEID,Overwhere,Feb/10,7.0
1,TEVREDENHEID,Overwhere,Mar/10,7.0
1,TEVREDENHEID,Overwhere,Apr/10,10
1,TEVREDENHEID,Overwhere,May/10,10
1,TEVREDENHEID,Overwhere,Jun/10,4.0
1,TEVREDENHEID,Overwhere,Jul/10,10
1,TEVREDENHEID,Overwhere,Aug/10,7.0
1,TEVREDENHEID,Overwhere,Sep/10,7.0
1,TEVREDENHEID,Overwhere,Oct/10,10
1,TEVREDENHEID,Overwhere,Nov/10,10
1,TEVREDENHEID,Overwhere,Dec/10,10
1,TEVREDENHEID,Overwhere,Jan/11,10
1,TEVREDENHEID,Overwhere,Feb/11,10
1,TEVREDENHEID,Overwhere,Mar/11,10
1,TEVREDENHEID,Overwhere,Apr/11,10
1,TEVREDENHEID,Overwhere,May/11,10
1,TEVREDENHEID,Overwhere,Jun/11,7.0
1,TEVREDENHEID,Overwhere,Jul/11,10
1,TEVREDENHEID,Overwhere,Aug/11,7.0
1,TEVREDENHEID,Overwhere,Sep/11,10
1,TEVREDENHEID,Overwhere,Oct/11,10
1,TEVREDENHEID,Overwhere,Nov/11,10
1,TEVREDENHEID,Overwhere,Dec/11,7.0
1,TEVREDENHEID,Overwhere,Jan/12,10
1,TEVREDENHEID,Overwhere,Feb/12,10
1,TEVREDENHEID,Overwhere,Mar/12,10
1,TEVREDENHEID,Overwhere,Apr/12,7.0
1,TEVREDENHEID,Overwhere,May/12,10
1,TEVREDENHEID,Overwhere,Jun/12,7.0
1,TEVREDENHEID,Overwhere,Jul/12,7.0
1,TEVREDENHEID,Overwhere,Aug/12,10
1,TEVREDENHEID,Overwhere,Sep/12,10
1,TEVREDENHEID,Overwhere,Oct/12,7.0
1,TEVREDENHEID,Overwhere,Nov/12,10
1,TEVREDENHEID,Overwhere,Dec/12,7.0
1,TEVREDENHEID,Overwhere,Jan/13,10
1,TEVREDENHEID,Overwhere,Feb/13,7.0
1,TEVREDENHEID,Overwhere,Mar/13,7.0
1,TEVREDENHEID,Overwhere,Apr/13,10
1,TEVREDENHEID,Overwhere,May/13,10
1,TEVREDENHEID,Overwhere,Jun/13,7.0
1,TEVREDENHEID,Overwhere,Jul/13,10
1,TEVREDENHEID,Overwhere,Aug/13,10
1,TEVREDENHEID,Overwhere,Sep/13,7.0
1,TEVREDENHEID,Overwhere,Oct/13,10
1,TEVREDENHEID,Overwhere,Nov/13,7.0
1,TEVREDENHEID,Overwhere,Dec/13,7.0
1,TEVREDENHEID,Overwhere,Jan/14,10
1,TEVREDENHEID,Overwhere,Feb/14,10
1,TEVREDENHEID,Overwhere,Mar/14,7.0
1,TEVREDENHEID,Overwhere,Apr/14,4.0
1,TEVREDENHEID,Overwhere,May/14,7.0
1,TEVREDENHEID,Overwhere,Jun/14,10
1,TEVREDENHEID,Overwhere,Jul/14,10
1,TEVREDENHEID,Overwhere,Aug/14,7.0
1,TEVREDENHEID,Overwhere,Sep/14,10
1,TEVREDENHEID,Overwhere,Oct/14,10
1,TEVREDENHEID,Overwhere,Nov/14,7.0
1,TEVREDENHEID,Overwhere,Dec/14,10
1,TEVREDENHEID,Purmer-Noord,Jan/09,10
1,TEVREDENHEID,Purmer-Noord,Feb/09,10
1,TEVREDENHEID,Purmer-Noord,Mar/09,10
1,TEVREDENHEID,Purmer-Noord,Apr/09,10
1,TEVREDENHEID,Purmer-Noord,May/09,10
1,TEVREDENHEID,Purmer-Noord,Jun/09,10
1,TEVREDENHEID,Purmer-Noord,Jul/09,10
1,TEVREDENHEID,Purmer-Noord,Aug/09,10
1,TEVREDENHEID,Purmer-Noord,Sep/09,10
1,TEVREDENHEID,Purmer-Noord,Oct/09,10
1,TEVREDENHEID,Purmer-Noord,Nov/09,10
1,TEVREDENHEID,Purmer-Noord,Dec/09,10
1,TEVREDENHEID,Purmer-Noord,Jan/10,10
1,TEVREDENHEID,Purmer-Noord,Feb/10,10
1,TEVREDENHEID,Purmer-Noord,Mar/10,10
1,TEVREDENHEID,Purmer-Noord,Apr/10,7.0
1,TEVREDENHEID,Purmer-Noord,May/10,10
1,TEVREDENHEID,Purmer-Noord,Jun/10,10
1,TEVREDENHEID,Purmer-Noord,Jul/10,10
1,TEVREDENHEID,Purmer-Noord,Aug/10,10
1,TEVREDENHEID,Purmer-Noord,Sep/10,10
1,TEVREDENHEID,Purmer-Noord,Oct/10,10
1,TEVREDENHEID,Purmer-Noord,Nov/10,10
1,TEVREDENHEID,Purmer-Noord,Dec/10,10
1,TEVREDENHEID,Purmer-Noord,Jan/11,10
1,TEVREDENHEID,Purmer-Noord,Feb/11,10
1,TEVREDENHEID,Purmer-Noord,Mar/11,10
1,TEVREDENHEID,Purmer-Noord,Apr/11,10
1,TEVREDENHEID,Purmer-Noord,May/11,10
1,TEVREDENHEID,Purmer-Noord,Jun/11,10
1,TEVREDENHEID,Purmer-Noord,Jul/11,10
1,TEVREDENHEID,Purmer-Noord,Aug/11,10
1,TEVREDENHEID,Purmer-Noord,Sep/11,10
1,TEVREDENHEID,Purmer-Noord,Oct/11,10
1,TEVREDENHEID,Purmer-Noord,Nov/11,10
1,TEVREDENHEID,Purmer-Noord,Dec/11,10
1,TEVREDENHEID,Purmer-Noord,Jan/12,10
1,TEVREDENHEID,Purmer-Noord,Feb/12,10
1,TEVREDENHEID,Purmer-Noord,Mar/12,10
1,TEVREDENHEID,Purmer-Noord,Apr/12,10
1,TEVREDENHEID,Purmer-Noord,May/12,10
1,TEVREDENHEID,Purmer-Noord,Jun/12,10
1,TEVREDENHEID,Purmer-Noord,Jul/12,10
1,TEVREDENHEID,Purmer-Noord,Aug/12,10
1,TEVREDENHEID,Purmer-Noord,Sep/12,10
1,TEVREDENHEID,Purmer-Noord,Oct/12,10
1,TEVREDENHEID,Purmer-Noord,Nov/12,10
1,TEVREDENHEID,Purmer-Noord,Dec/12,10
1,TEVREDENHEID,Purmer-Noord,Jan/13,10
1,TEVREDENHEID,Purmer-Noord,Feb/13,10
1,TEVREDENHEID,Purmer-Noord,Mar/13,10
1,TEVREDENHEID,Purmer-Noord,Apr/13,10
1,TEVREDENHEID,Purmer-Noord,May/13,10
1,TEVREDENHEID,Purmer-Noord,Jun/13,10
1,TEVREDENHEID,Purmer-Noord,Jul/13,10
1,TEVREDENHEID,Purmer-Noord,Aug/13,10
1,TEVREDENHEID,Purmer-Noord,Sep/13,10
1,TEVREDENHEID,Purmer-Noord,Oct/13,10
1,TEVREDENHEID,Purmer-Noord,Nov/13,10
1,TEVREDENHEID,Purmer-Noord,Dec/13,10
1,TEVREDENHEID,Purmer-Noord,Jan/14,10
1,TEVREDENHEID,Purmer-Noord,Feb/14,10
1,TEVREDENHEID,Purmer-Noord,Mar/14,10
1,TEVREDENHEID,Purmer-Noord,Apr/14,10
1,TEVREDENHEID,Purmer-Noord,May/14,10
1,TEVREDENHEID,Purmer-Noord,Jun/14,10
1,TEVREDENHEID,Purmer-Noord,Jul/14,10
1,TEVREDENHEID,Purmer-Noord,Aug/14,10
1,TEVREDENHEID,Purmer-Noord,Sep/14,10
1,TEVREDENHEID,Purmer-Noord,Oct/14,10
1,TEVREDENHEID,Purmer-Noord,Nov/14,10
1,TEVREDENHEID,Purmer-Noord,Dec/14,10
1,TEVREDENHEID,Purmer-Zuid,Jan/09,10
1,TEVREDENHEID,Purmer-Zuid,Feb/09,10
1,TEVREDENHEID,Purmer-Zuid,Mar/09,10
1,TEVREDENHEID,Purmer-Zuid,Apr/09,10
1,TEVREDENHEID,Purmer-Zuid,May/09,10
1,TEVREDENHEID,Purmer-Zuid,Jun/09,10
1,TEVREDENHEID,Purmer-Zuid,Jul/09,10
1,TEVREDENHEID,Purmer-Zuid,Aug/09,10
1,TEVREDENHEID,Purmer-Zuid,Sep/09,10
1,TEVREDENHEID,Purmer-Zuid,Oct/09,8.8
1,TEVREDENHEID,Purmer-Zuid,Nov/09,10
1,TEVREDENHEID,Purmer-Zuid,Dec/09,10
1,TEVREDENHEID,Purmer-Zuid,Jan/10,10
1,TEVREDENHEID,Purmer-Zuid,Feb/10,10
1,TEVREDENHEID,Purmer-Zuid,Mar/10,10
1,TEVREDENHEID,Purmer-Zuid,Apr/10,7.6
1,TEVREDENHEID,Purmer-Zuid,May/10,7.6
1,TEVREDENHEID,Purmer-Zuid,Jun/10,10
1,TEVREDENHEID,Purmer-Zuid,Jul/10,4.6
1,TEVREDENHEID,Purmer-Zuid,Aug/10,3.3
1,TEVREDENHEID,Purmer-Zuid,Sep/10,7.6
1,TEVREDENHEID,Purmer-Zuid,Oct/10,10
1,TEVREDENHEID,Purmer-Zuid,Nov/10,10
1,TEVREDENHEID,Purmer-Zuid,Dec/10,10
1,TEVREDENHEID,Purmer-Zuid,Jan/11,10
1,TEVREDENHEID,Purmer-Zuid,Feb/11,10
1,TEVREDENHEID,Purmer-Zuid,Mar/11,10
1,TEVREDENHEID,Purmer-Zuid,Apr/11,10
1,TEVREDENHEID,Purmer-Zuid,May/11,10
1,TEVREDENHEID,Purmer-Zuid,Jun/11,10
1,TEVREDENHEID,Purmer-Zuid,Jul/11,6.3
1,TEVREDENHEID,Purmer-Zuid,Aug/11,10
1,TEVREDENHEID,Purmer-Zuid,Sep/11,10
1,TEVREDENHEID,Purmer-Zuid,Oct/11,7.6
1,TEVREDENHEID,Purmer-Zuid,Nov/11,10
1,TEVREDENHEID,Purmer-Zuid,Dec/11,10
1,TEVREDENHEID,Purmer-Zuid,Jan/12,7.6
1,TEVREDENHEID,Purmer-Zuid,Feb/12,7.6
1,TEVREDENHEID,Purmer-Zuid,Mar/12,10
1,TEVREDENHEID,Purmer-Zuid,Apr/12,7.6
1,TEVREDENHEID,Purmer-Zuid,May/12,10
1,TEVREDENHEID,Purmer-Zuid,Jun/12,7.6
1,TEVREDENHEID,Purmer-Zuid,Jul/12,7.6
1,TEVREDENHEID,Purmer-Zuid,Aug/12,8.8
1,TEVREDENHEID,Purmer-Zuid,Sep/12,7.6
1,TEVREDENHEID,Purmer-Zuid,Oct/12,7.6
1,TEVREDENHEID,Purmer-Zuid,Nov/12,10
1,TEVREDENHEID,Purmer-Zuid,Dec/12,10
1,TEVREDENHEID,Purmer-Zuid,Jan/13,10
1,TEVREDENHEID,Purmer-Zuid,Feb/13,10
1,TEVREDENHEID,Purmer-Zuid,Mar/13,10
1,TEVREDENHEID,Purmer-Zuid,Apr/13,8.8
1,TEVREDENHEID,Purmer-Zuid,May/13,10
1,TEVREDENHEID,Purmer-Zuid,Jun/13,10
1,TEVREDENHEID,Purmer-Zuid,Jul/13,8.8
1,TEVREDENHEID,Purmer-Zuid,Aug/13,8.8
1,TEVREDENHEID,Purmer-Zuid,Sep/13,8.8
1,TEVREDENHEID,Purmer-Zuid,Oct/13,4.0
1,TEVREDENHEID,Purmer-Zuid,Nov/13,7.0
1,TEVREDENHEID,Purmer-Zuid,Dec/13,8.8
1,TEVREDENHEID,Purmer-Zuid,Jan/14,3.9
1,TEVREDENHEID,Purmer-Zuid,Feb/14,7.6
1,TEVREDENHEID,Purmer-Zuid,Mar/14,7.6
1,TEVREDENHEID,Purmer-Zuid,Apr/14,4.0
1,TEVREDENHEID,Purmer-Zuid,May/14,10
1,TEVREDENHEID,Purmer-Zuid,Jun/14,10
1,TEVREDENHEID,Purmer-Zuid,Jul/14,8.8
1,TEVREDENHEID,Purmer-Zuid,Aug/14,8.8
1,TEVREDENHEID,Purmer-Zuid,Sep/14,8.8
1,TEVREDENHEID,Purmer-Zuid,Oct/14,4.0
1,TEVREDENHEID,Purmer-Zuid,Nov/14,7.0
1,TEVREDENHEID,Purmer-Zuid,Dec/14,8.8
1,TEVREDENHEID,Weidevenne,Jan/09,8.6
1,TEVREDENHEID,Weidevenne,Feb/09,9.0
1,TEVREDENHEID,Weidevenne,Mar/09,9.6
1,TEVREDENHEID,Weidevenne,Apr/09,9.3
1,TEVREDENHEID,Weidevenne,May/09,8.7
1,TEVREDENHEID,Weidevenne,Jun/09,8.8
1,TEVREDENHEID,Weidevenne,Jul/09,7.9
1,TEVREDENHEID,Weidevenne,Aug/09,9.4
1,TEVREDENHEID,Weidevenne,Sep/09,9.5
1,TEVREDENHEID,Weidevenne,Oct/09,8.9
1,TEVREDENHEID,Weidevenne,Nov/09,8.7
1,TEVREDENHEID,Weidevenne,Dec/09,9.4
1,TEVREDENHEID,Weidevenne,Jan/10,9.1
1,TEVREDENHEID,Weidevenne,Feb/10,8.4
1,TEVREDENHEID,Weidevenne,Mar/10,6.3
1,TEVREDENHEID,Weidevenne,Apr/10,7.0
1,TEVREDENHEID,Weidevenne,May/10,7.6
1,TEVREDENHEID,Weidevenne,Jun/10,4.2
1,TEVREDENHEID,Weidevenne,Jul/10,3.3
1,TEVREDENHEID,Weidevenne,Aug/10,3.0
1,TEVREDENHEID,Weidevenne,Sep/10,6.4
1,TEVREDENHEID,Weidevenne,Oct/10,7.7
1,TEVREDENHEID,Weidevenne,Nov/10,7.5
1,TEVREDENHEID,Weidevenne,Dec/10,9.1
1,TEVREDENHEID,Weidevenne,Jan/11,5.1
1,TEVREDENHEID,Weidevenne,Feb/11,8.5
1,TEVREDENHEID,Weidevenne,Mar/11,7.0
1,TEVREDENHEID,Weidevenne,Apr/11,7.4
1,TEVREDENHEID,Weidevenne,May/11,6.4
1,TEVREDENHEID,Weidevenne,Jun/11,7.0
1,TEVREDENHEID,Weidevenne,Jul/11,7.8
1,TEVREDENHEID,Weidevenne,Aug/11,6.6
1,TEVREDENHEID,Weidevenne,Sep/11,7.9
1,TEVREDENHEID,Weidevenne,Oct/11,7.8
1,TEVREDENHEID,Weidevenne,Nov/11,7.1
1,TEVREDENHEID,Weidevenne,Dec/11,5.5
1,TEVREDENHEID,Weidevenne,Jan/12,6.5
1,TEVREDENHEID,Weidevenne,Feb/12,7.6
1,TEVREDENHEID,Weidevenne,Mar/12,8.0
1,TEVREDENHEID,Weidevenne,Apr/12,8.5
1,TEVREDENHEID,Weidevenne,May/12,6.0
1,TEVREDENHEID,Weidevenne,Jun/12,6.2
1,TEVREDENHEID,Weidevenne,Jul/12,3.6
1,TEVREDENHEID,Weidevenne,Aug/12,6.0
1,TEVREDENHEID,Weidevenne,Sep/12,8.3
1,TEVREDENHEID,Weidevenne,Oct/12,7.8
1,TEVREDENHEID,Weidevenne,Nov/12,9.1
1,TEVREDENHEID,Weidevenne,Dec/12,7.8
1,TEVREDENHEID,Weidevenne,Jan/13,7.1
1,TEVREDENHEID,Weidevenne,Feb/13,8.6
1,TEVREDENHEID,Weidevenne,Mar/13,8.9
1,TEVREDENHEID,Weidevenne,Apr/13,8.1
1,TEVREDENHEID,Weidevenne,May/13,6.6
1,TEVREDENHEID,Weidevenne,Jun/13,8.2
1,TEVREDENHEID,Weidevenne,Jul/13,7.4
1,TEVREDENHEID,Weidevenne,Aug/13,7.9
1,TEVREDENHEID,Weidevenne,Sep/13,7.4
1,TEVREDENHEID,Weidevenne,Oct/13,6.7
1,TEVREDENHEID,Weidevenne,Nov/13,7.1
1,TEVREDENHEID,Weidevenne,Dec/13,8.5
1,TEVREDENHEID,Weidevenne,Jan/14,5.9
1,TEVREDENHEID,Weidevenne,Feb/14,7.2
1,TEVREDENHEID,Weidevenne,Mar/14,8.3
1,TEVREDENHEID,Weidevenne,Apr/14,8.1
1,TEVREDENHEID,Weidevenne,May/14,7.9
1,TEVREDENHEID,Weidevenne,Jun/14,7.4
1,TEVREDENHEID,Weidevenne,Jul/14,6.7
1,TEVREDENHEID,Weidevenne,Aug/14,7.1
